CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C15609,417.90,0.90,1735.17,1116.67,618.50,649.94,0.90,0.30,0.80,0.10,2.00,20.00,2500.00,1892.68,170.46,0.13,10.00
C15610,810.09,0.91,1428.89,1428.89,0.00,0.00,0.18,0.18,0.00,0.00,0.00,11.00,2500.00,1576.84,395.76,0.00,11.00
C15611,450.75,1.00,194.10,194.10,0.00,345.73,0.17,0.17,0.00,0.33,6.00,4.00,600.00,635.07,389.80,0.00,12.00
C15612,21.44,0.64,197.62,0.00,197.62,0.00,0.50,0.00,0.50,0.00,0.00,6.00,4000.00,398.38,153.65,1.00,12.00
C15613,8978.16,1.00,482.88,325.52,157.36,72.44,0.75,0.50,0.75,0.08,1.00,15.00,9500.00,2112.62,5817.08,0.00,12.00
C15614,1669.99,1.00,91.84,91.84,0.00,1680.87,0.17,0.17,0.00,0.58,11.00,2.00,4400.00,348.41,413.73,0.00,12.00
C15615,957.01,1.00,604.80,0.00,604.80,901.75,1.00,0.00,0.92,0.08,3.00,12.00,1000.00,811.46,926.09,0.00,12.00
C15616,249.49,0.18,0.00,0.00,0.00,3689.52,0.00,0.00,0.00,0.17,8.00,0.00,6000.00,0.00,,0.00,12.00
C15617,12.89,0.36,1437.15,1399.80,37.35,0.00,0.33,0.25,0.08,0.00,0.00,4.00,2700.00,2372.01,98.77,0.25,12.00
C15618,1502.52,1.00,266.64,0.00,266.64,0.00,0.73,0.00,0.64,0.00,0.00,8.00,1500.00,318.73,792.01,0.00,11.00
C15619,2287.49,1.00,0.00,0.00,0.00,2705.09,0.00,0.00,0.00,0.17,1.00,0.00,3000.00,341.75,327.28,0.00,6.00
C15620,184.89,0.45,1686.86,1686.86,0.00,0.00,0.25,0.25,0.00,0.00,0.00,5.00,6000.00,3873.51,127.02,0.00,12.00
C15621,2122.82,1.00,255.34,199.34,56.00,1331.77,0.33,0.17,0.33,0.50,7.00,6.00,5000.00,1016.84,561.91,0.00,12.00
C15622,1097.29,1.00,0.00,0.00,0.00,37.64,0.00,0.00,0.00,0.17,2.00,0.00,1200.00,236.38,259.21,0.00,12.00
C15623,114.52,1.00,83.00,83.00,0.00,69.23,0.17,0.17,0.00,0.17,2.00,3.00,300.00,196.33,201.62,0.08,12.00
C15624,298.78,0.91,1205.85,310.97,894.88,0.00,0.67,0.33,0.42,0.00,0.00,12.00,3000.00,378.77,130.65,0.00,12.00
C15625,2306.70,0.73,12784.51,11246.07,1538.44,191.65,0.67,0.67,0.33,0.08,1.00,68.00,6200.00,13705.00,1310.29,0.00,12.00
C15626,8.84,0.45,1003.66,586.14,417.52,0.00,0.58,0.33,0.25,0.00,0.00,10.00,2500.00,1140.26,31.50,0.00,12.00
C15627,1710.97,1.00,2042.50,1000.00,1042.50,0.00,0.83,0.08,0.83,0.00,0.00,12.00,9500.00,1952.92,387.28,0.00,12.00
C15628,742.73,1.00,6236.64,4613.70,1622.94,0.00,1.00,1.00,1.00,0.00,0.00,49.00,3750.00,8529.33,256.82,0.83,12.00
C15629,1625.12,1.00,2908.35,956.83,1951.52,1029.56,0.92,0.33,0.75,0.17,4.00,40.00,3500.00,763.75,1125.04,0.00,12.00
C15630,358.92,0.73,0.00,0.00,0.00,709.49,0.00,0.00,0.00,0.17,5.00,0.00,6400.00,332.00,137.44,0.00,12.00
C15631,1060.42,1.00,480.22,295.63,184.59,0.00,1.00,0.25,0.92,0.00,0.00,17.00,4200.00,2398.96,342.27,0.00,12.00
C15632,1047.85,1.00,384.00,0.00,384.00,0.00,1.00,0.00,1.00,0.00,0.00,12.00,1000.00,530.36,1127.72,0.00,12.00
C15633,842.60,0.91,0.00,0.00,0.00,679.67,0.00,0.00,0.00,0.33,7.00,0.00,1200.00,1901.28,324.80,0.09,12.00
C15634,2344.19,1.00,0.00,0.00,0.00,1517.27,0.00,0.00,0.00,0.33,9.00,0.00,3000.00,681.43,592.03,0.00,12.00
C15636,352.74,1.00,1833.90,1833.90,0.00,0.00,0.42,0.42,0.00,0.00,0.00,6.00,2500.00,1779.98,188.77,0.40,12.00
C15637,1643.22,0.82,0.00,0.00,0.00,2493.50,0.00,0.00,0.00,0.36,9.00,0.00,2500.00,414.95,7164.31,0.00,11.00
C15638,1638.43,1.00,0.00,0.00,0.00,37.92,0.00,0.00,0.00,0.08,1.00,0.00,1800.00,459.15,335.81,0.00,12.00
C15639,855.57,0.67,71.13,0.00,71.13,1343.02,0.67,0.00,0.56,0.22,5.00,6.00,1500.00,220.44,583.82,0.00,9.00
C15640,2893.90,1.00,18.00,0.00,18.00,3904.51,0.08,0.00,0.08,0.42,23.00,1.00,6000.00,483.73,720.97,0.00,12.00
C15641,19.77,0.36,197.48,0.00,197.48,0.00,0.33,0.00,0.25,0.00,0.00,4.00,16000.00,409.93,164.25,0.50,12.00
C15642,16304.89,1.00,1770.57,0.00,1770.57,7424.09,0.50,0.00,0.42,0.67,13.00,9.00,19000.00,5337.96,8345.64,0.00,12.00
C15643,5825.29,1.00,230.00,230.00,0.00,1909.59,0.08,0.08,0.00,0.25,3.00,1.00,7000.00,1537.82,1442.08,0.00,12.00
C15644,753.52,0.64,1737.87,249.12,1488.75,947.96,1.00,0.08,1.00,0.08,1.00,27.00,2500.00,977.19,313.92,0.08,12.00
C15645,40.07,1.00,423.37,423.37,0.00,0.00,1.00,1.00,0.00,0.00,0.00,12.00,7000.00,430.47,187.95,0.08,12.00
C15646,765.97,1.00,1488.82,1402.35,86.47,0.00,0.83,0.83,0.25,0.00,0.00,24.00,4000.00,1111.59,181.84,0.00,12.00
C15647,2594.88,1.00,160.00,160.00,0.00,3095.18,0.08,0.08,0.00,0.25,7.00,3.00,9500.00,851.53,596.33,0.00,12.00
C15648,91.66,0.36,1110.01,1110.01,0.00,0.00,0.17,0.17,0.00,0.00,0.00,2.00,6000.00,3304.44,84.47,0.00,12.00
C15649,1127.64,1.00,14454.98,10454.28,4000.70,0.00,1.00,1.00,1.00,0.00,0.00,82.00,9000.00,12996.64,289.76,0.92,12.00
C15650,1.87,0.36,433.32,0.00,433.32,0.00,1.00,0.00,1.00,0.00,0.00,12.00,2000.00,238.91,7.07,0.00,12.00
C15651,4241.86,1.00,225.08,225.08,0.00,2842.77,0.09,0.09,0.00,1.00,17.00,2.00,5000.00,2011.13,1282.43,0.00,11.00
C15652,287.57,1.00,472.32,375.00,97.32,1785.93,0.33,0.17,0.25,0.42,5.00,7.00,1000.00,2022.30,191.07,0.33,12.00
C15653,5604.36,0.91,0.00,0.00,0.00,6067.59,0.00,0.00,0.00,0.73,15.00,0.00,6500.00,1255.55,1542.91,0.00,11.00
C15654,345.75,1.00,3125.03,492.71,2632.32,0.00,1.00,0.17,1.00,0.00,0.00,36.00,5500.00,3016.56,189.38,1.00,12.00
C15655,56.87,1.00,748.36,748.36,0.00,0.00,1.00,1.00,0.00,0.00,0.00,12.00,4000.00,698.82,170.77,1.00,12.00
C15656,471.10,1.00,0.00,0.00,0.00,58.19,0.00,0.00,0.00,0.25,3.00,0.00,500.00,165.27,190.84,0.00,12.00
C15657,11.94,0.18,88.93,88.93,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,2750.00,430.51,154.07,0.00,12.00
C15658,4276.93,1.00,298.00,298.00,0.00,7635.62,0.17,0.17,0.00,0.33,11.00,2.00,8000.00,969.69,1336.96,0.00,12.00
C15659,1768.59,1.00,63.70,63.70,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,2000.00,750.93,379.08,0.00,12.00
C15660,714.81,1.00,1110.42,0.00,1110.42,0.00,0.50,0.00,0.50,0.00,0.00,6.00,2200.00,4296.91,4130.59,0.08,12.00
C15661,1222.75,0.36,0.00,0.00,0.00,5396.55,0.00,0.00,0.00,0.08,1.00,0.00,6000.00,15843.68,1261.13,0.33,12.00
C15662,70.79,0.91,0.00,0.00,0.00,211.85,0.00,0.00,0.00,0.18,2.00,0.00,150.00,699.29,599.55,0.00,11.00
C15663,67.73,1.00,869.48,685.79,183.69,0.00,0.92,0.83,0.67,0.00,0.00,20.00,3000.00,824.56,175.24,0.75,12.00
C15664,1455.90,0.82,149.00,149.00,0.00,1991.84,0.08,0.08,0.00,0.33,7.00,1.00,2200.00,2326.99,1115.44,0.00,12.00
C15666,309.49,0.45,0.00,0.00,0.00,3497.52,0.00,0.00,0.00,0.25,6.00,0.00,4000.00,5364.68,116.71,0.33,12.00
C15667,635.48,1.00,1481.24,1160.26,320.98,0.00,1.00,0.45,0.55,0.00,0.00,21.00,6000.00,805.52,219.72,0.18,11.00
C15668,2475.51,1.00,569.85,233.04,336.81,1909.47,0.67,0.08,0.58,0.25,3.00,14.00,5000.00,672.05,658.66,0.00,12.00
C15669,6976.35,1.00,2552.10,2080.01,472.09,377.86,1.00,0.92,0.83,0.08,1.00,50.00,9000.00,1850.33,2024.38,0.00,12.00
C15670,3767.55,1.00,3545.56,1653.36,1892.20,1841.56,1.00,0.75,1.00,0.08,1.00,30.00,9000.00,4061.60,1007.69,0.00,12.00
C15671,182.85,1.00,1978.87,765.85,1213.02,0.00,1.00,0.75,1.00,0.00,0.00,68.00,6000.00,1590.33,167.14,0.75,12.00
C15672,14.57,0.55,180.50,0.00,180.50,0.00,0.42,0.00,0.33,0.00,0.00,5.00,6000.00,178.58,69.36,0.36,12.00
C15673,10.04,1.00,0.00,0.00,0.00,139.11,0.00,0.00,0.00,0.08,2.00,0.00,1000.00,154.97,77.40,0.00,12.00
C15674,2584.62,1.00,0.00,0.00,0.00,385.42,0.00,0.00,0.00,0.30,3.00,0.00,3000.00,3206.87,557.97,0.00,10.00
C15675,3857.28,1.00,0.00,0.00,0.00,1238.05,0.00,0.00,0.00,0.44,6.00,0.00,4000.00,666.98,635.61,0.00,9.00
C15676,374.10,1.00,1283.36,1253.36,30.00,0.00,1.00,1.00,0.08,0.00,0.00,14.00,1800.00,1482.14,202.18,0.08,12.00
C15677,1696.30,1.00,0.00,0.00,0.00,1578.16,0.00,0.00,0.00,0.67,13.00,0.00,3000.00,650.72,784.06,0.00,12.00
C15678,760.88,0.83,2940.79,2644.17,296.62,103.18,0.83,0.83,0.33,0.17,1.00,53.00,11500.00,426.80,113.26,0.00,6.00
C15680,269.41,1.00,2629.96,2006.57,623.39,0.00,0.75,0.42,0.58,0.00,0.00,19.00,2200.00,1936.72,202.62,0.42,12.00
C15681,2948.97,1.00,4129.97,1804.10,2325.87,451.62,1.00,0.75,1.00,0.25,4.00,56.00,5000.00,2557.01,605.70,0.00,12.00
C15682,130.14,0.64,0.00,0.00,0.00,435.23,0.00,0.00,0.00,0.08,1.00,0.00,3000.00,791.78,138.42,0.17,12.00
C15683,449.03,1.00,313.20,0.00,313.20,0.00,1.00,0.00,1.00,0.00,0.00,12.00,1000.00,136.10,217.45,0.00,12.00
C15684,2556.29,1.00,0.00,0.00,0.00,226.37,0.00,0.00,0.00,0.17,2.00,0.00,6000.00,1311.01,841.88,0.00,12.00
C15685,3031.93,1.00,2000.60,2000.60,0.00,0.00,0.17,0.17,0.00,0.00,0.00,3.00,6500.00,811.11,858.30,0.00,12.00
C15686,26.98,0.18,237.60,0.00,237.60,0.00,0.17,0.00,0.08,0.00,0.00,2.00,2500.00,0.00,,0.00,12.00
C15687,1866.43,1.00,3306.06,549.00,2757.06,0.00,1.00,0.17,1.00,0.00,0.00,54.00,5000.00,2248.34,431.80,0.00,12.00
C15688,2059.04,1.00,0.00,0.00,0.00,387.76,0.00,0.00,0.00,0.08,1.00,0.00,2500.00,460.01,754.98,0.00,12.00
C15689,30.40,1.00,512.47,512.47,0.00,0.00,1.00,1.00,0.00,0.00,0.00,12.00,7000.00,484.67,192.91,1.00,12.00
C15690,91.27,0.91,701.59,701.59,0.00,0.00,0.33,0.33,0.00,0.00,0.00,6.00,3200.00,812.38,140.18,0.10,12.00
C15691,76.67,0.78,410.90,0.00,410.90,0.00,0.67,0.00,0.56,0.00,0.00,6.00,1500.00,449.09,100.11,0.00,9.00
C15692,200.57,1.00,675.90,675.90,0.00,0.00,0.42,0.42,0.00,0.00,0.00,8.00,7500.00,753.50,308.60,0.08,12.00
C15693,0.00,0.00,350.48,0.00,350.48,0.00,0.42,0.00,0.42,0.00,0.00,5.00,2700.00,681.92,,0.00,12.00
C15694,1078.30,1.00,0.00,0.00,0.00,1537.89,0.00,0.00,0.00,0.67,16.00,0.00,1500.00,199.01,226.88,0.00,6.00
C15695,633.21,1.00,1625.01,1165.36,459.65,0.00,1.00,0.33,1.00,0.00,0.00,29.00,2500.00,764.71,206.99,0.00,12.00
C15696,26.30,0.55,417.00,417.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,13.00,6500.00,960.74,86.56,0.11,12.00
C15697,16.73,0.55,128.00,0.00,128.00,0.00,0.33,0.00,0.33,0.00,0.00,4.00,5000.00,363.87,170.74,1.00,12.00
C15698,882.72,1.00,120.00,0.00,120.00,322.94,1.00,0.00,1.00,0.25,4.00,12.00,1000.00,307.58,249.01,0.00,12.00
C15699,1540.08,1.00,0.00,0.00,0.00,3490.33,0.00,0.00,0.00,0.58,16.00,0.00,4000.00,383.06,394.76,0.00,12.00
C15700,10495.74,1.00,5038.27,1940.88,3097.39,0.00,1.00,0.50,1.00,0.00,0.00,108.00,14500.00,2564.86,4606.76,0.00,12.00
C15701,2182.75,1.00,3216.97,2360.30,856.67,5594.06,1.00,0.67,1.00,0.58,17.00,51.00,10000.00,7573.55,501.71,0.25,12.00
C15702,177.82,1.00,0.00,0.00,0.00,212.60,0.00,0.00,0.00,0.09,1.00,0.00,3000.00,141.27,271.38,0.00,11.00
C15703,3127.07,1.00,4468.44,4432.46,35.98,0.00,1.00,0.83,0.08,0.00,0.00,55.00,4500.00,665.05,850.25,0.00,12.00
C15704,924.17,1.00,1663.77,1663.77,0.00,3718.28,0.83,0.83,0.00,0.50,11.00,21.00,3000.00,4201.69,307.54,0.20,12.00
C15705,750.53,1.00,1384.79,886.32,498.47,0.00,1.00,1.00,0.92,0.00,0.00,34.00,1800.00,759.92,225.74,0.00,12.00
C15706,701.14,1.00,1004.04,624.00,380.04,181.87,0.42,0.17,0.25,0.08,1.00,6.00,3000.00,359.83,190.23,0.00,12.00
C15707,21.96,1.00,175.45,0.00,175.45,0.00,1.00,0.00,0.91,0.00,0.00,11.00,1500.00,143.61,164.36,0.78,11.00
C15708,1175.92,1.00,14.72,14.72,0.00,79.25,0.08,0.08,0.00,0.25,3.00,1.00,1200.00,347.57,463.99,0.00,12.00
C15709,4612.15,1.00,0.00,0.00,0.00,2260.62,0.00,0.00,0.00,0.25,4.00,0.00,6500.00,1210.98,1565.68,0.00,12.00
C15710,19.93,0.73,310.64,0.00,310.64,0.00,0.67,0.00,0.58,0.00,0.00,8.00,9000.00,409.45,175.25,0.71,12.00
C15711,26.16,0.82,318.41,65.00,253.41,0.00,0.75,0.08,0.67,0.00,0.00,11.00,5000.00,240.47,154.21,0.00,12.00
C15712,14.00,0.86,94.86,0.00,94.86,0.00,0.86,0.00,0.71,0.00,0.00,6.00,1500.00,68.32,104.26,0.40,7.00
C15713,1594.33,1.00,0.00,0.00,0.00,2880.61,0.00,0.00,0.00,0.33,19.00,0.00,3000.00,348.80,510.99,0.00,12.00
C15714,37.05,1.00,367.17,0.00,367.17,0.00,1.00,0.00,1.00,0.00,0.00,19.00,2000.00,326.62,152.55,0.64,12.00
C15715,844.23,1.00,615.00,336.00,279.00,0.00,0.67,0.25,0.42,0.00,0.00,9.00,1500.00,1028.16,183.04,0.00,12.00
C15716,1228.17,1.00,817.94,436.64,381.30,0.00,0.67,0.17,0.50,0.00,0.00,8.00,1500.00,708.38,831.44,0.00,12.00
C15717,1727.70,1.00,0.00,0.00,0.00,414.07,0.00,0.00,0.00,0.18,2.00,0.00,2000.00,396.84,680.41,0.00,11.00
C15718,1306.74,1.00,0.00,0.00,0.00,256.36,0.00,0.00,0.00,0.25,4.00,0.00,5500.00,536.07,324.67,0.00,12.00
C15719,5182.09,1.00,3183.43,1049.30,2134.13,445.34,1.00,0.25,1.00,0.17,7.00,67.00,6000.00,2400.86,2257.79,0.00,12.00
C15720,756.57,1.00,1056.64,683.89,372.75,548.07,0.50,0.50,0.33,0.25,4.00,16.00,1800.00,1597.75,309.58,0.08,12.00
C15721,1727.52,1.00,624.46,624.46,0.00,0.00,0.33,0.33,0.00,0.00,0.00,9.00,1800.00,925.23,865.08,0.00,12.00
C15722,1441.40,0.40,0.00,0.00,0.00,7313.20,0.00,0.00,0.00,0.40,5.00,0.00,8000.00,462.44,856.40,0.00,10.00
C15723,1032.82,1.00,1540.06,1395.13,144.93,0.00,1.00,0.92,1.00,0.00,0.00,28.00,4000.00,3846.03,322.51,0.18,12.00
C15724,1623.18,0.91,0.00,0.00,0.00,3478.64,0.00,0.00,0.00,0.82,34.00,0.00,3000.00,1007.21,433.96,0.00,11.00
C15725,1602.43,1.00,0.00,0.00,0.00,1770.28,0.00,0.00,0.00,0.58,17.00,0.00,2500.00,1434.57,597.46,0.00,12.00
C15726,14.59,1.00,158.70,0.00,158.70,0.00,1.00,0.00,1.00,0.00,0.00,23.00,5200.00,193.71,141.03,0.70,12.00
C15727,20.70,0.86,94.98,0.00,94.98,0.00,0.86,0.00,0.71,0.00,0.00,6.00,1000.00,86.17,104.77,0.50,7.00
C15728,3467.62,1.00,468.49,278.50,189.99,2493.18,0.83,0.08,0.67,0.50,10.00,10.00,4000.00,1612.00,898.05,0.00,12.00
C15729,212.84,1.00,1944.48,864.38,1080.10,0.00,1.00,0.67,1.00,0.00,0.00,36.00,6000.00,1780.99,182.32,0.42,12.00
C15730,387.45,1.00,253.70,253.70,0.00,0.00,0.42,0.42,0.00,0.00,0.00,8.00,3000.00,198.13,200.73,0.00,12.00
C15731,2902.00,1.00,11250.65,10165.88,1084.77,0.00,1.00,1.00,0.75,0.00,0.00,274.00,9500.00,6443.38,691.33,0.08,12.00
C15732,828.01,1.00,126.48,0.00,126.48,0.00,0.25,0.00,0.17,0.00,0.00,3.00,3000.00,301.73,224.64,0.00,12.00
C15733,884.16,1.00,823.52,0.00,823.52,0.00,1.00,0.00,1.00,0.00,0.00,56.00,1500.00,416.87,294.03,0.00,12.00
C15734,71.19,0.73,1500.00,0.00,1500.00,0.00,1.00,0.00,1.00,0.00,0.00,12.00,3000.00,1330.78,118.36,0.64,12.00
C15735,1167.25,1.00,499.92,0.00,499.92,0.00,1.00,0.00,1.00,0.00,0.00,12.00,1200.00,897.51,1358.43,0.00,12.00
C15736,6090.23,1.00,1583.23,1583.23,0.00,8983.56,0.67,0.67,0.00,0.33,11.00,8.00,7000.00,8054.49,1805.46,0.08,12.00
C15737,2986.07,1.00,178.90,74.90,104.00,1948.21,0.33,0.08,0.17,0.42,10.00,4.00,10000.00,619.03,1149.24,0.00,12.00
C15738,74.28,1.00,795.57,135.38,660.19,0.00,1.00,0.08,1.00,0.00,0.00,19.00,5000.00,899.31,178.31,1.00,12.00
C15739,79.22,1.00,994.96,463.20,531.76,0.00,0.92,0.33,0.83,0.00,0.00,22.00,3500.00,612.65,160.16,0.90,12.00
C15740,997.99,1.00,952.29,152.29,800.00,274.95,1.00,0.08,1.00,0.08,2.00,17.00,1200.00,1273.25,580.93,0.00,12.00
C15741,8737.86,1.00,0.00,0.00,0.00,5424.78,0.00,0.00,0.00,0.92,24.00,0.00,10500.00,2804.04,2312.25,0.00,12.00
C15742,2236.18,1.00,1114.43,979.43,135.00,0.00,1.00,0.92,0.42,0.00,0.00,21.00,9000.00,615.63,634.85,0.00,12.00
C15743,2932.14,1.00,0.00,0.00,0.00,1866.47,0.00,0.00,0.00,0.58,12.00,0.00,3500.00,809.81,849.21,0.00,12.00
C15744,126.16,1.00,144.90,144.90,0.00,0.00,0.25,0.25,0.00,0.00,0.00,6.00,450.00,1307.85,1336.11,0.33,12.00
C15745,963.47,1.00,720.57,720.57,0.00,0.00,1.00,1.00,0.00,0.00,0.00,12.00,2600.00,2304.88,392.92,0.00,12.00
C15746,641.02,1.00,0.00,0.00,0.00,180.32,0.00,0.00,0.00,0.25,4.00,0.00,1000.00,345.16,277.76,0.00,12.00
C15747,2638.45,1.00,0.00,0.00,0.00,262.08,0.00,0.00,0.00,0.17,2.00,0.00,2900.00,642.83,599.51,0.00,12.00
C15748,2800.85,1.00,0.00,0.00,0.00,230.35,0.00,0.00,0.00,0.17,2.00,0.00,3000.00,864.93,1796.45,0.00,12.00
C15749,921.33,1.00,161.60,0.00,161.60,18.98,0.50,0.00,0.42,0.08,1.00,6.00,1500.00,1757.69,5482.18,0.08,12.00
C15750,324.83,0.36,0.00,0.00,0.00,1282.31,0.00,0.00,0.00,0.08,2.00,0.00,3000.00,3585.13,270.54,0.00,12.00
C15751,144.01,1.00,45.65,45.65,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,1000.00,287.56,177.48,0.00,12.00
C15752,1737.97,1.00,249.00,249.00,0.00,1669.39,0.08,0.08,0.00,0.42,12.00,2.00,2500.00,1543.49,374.99,0.17,12.00
C15753,266.14,1.00,2109.17,1384.31,724.86,0.00,1.00,1.00,1.00,0.00,0.00,40.00,7000.00,2003.27,176.45,1.00,12.00
C15754,3956.07,1.00,82.00,82.00,0.00,2113.06,0.17,0.17,0.00,0.25,9.00,2.00,4500.00,811.12,1325.01,0.00,12.00
C15755,3128.61,1.00,3875.71,2244.32,1631.39,0.00,1.00,0.92,1.00,0.00,0.00,98.00,6500.00,1628.41,1548.16,0.00,12.00
C15756,2731.32,1.00,0.00,0.00,0.00,410.84,0.00,0.00,0.00,0.25,3.00,0.00,3000.00,696.54,761.83,0.00,12.00
C15757,1478.07,1.00,0.00,0.00,0.00,37.48,0.00,0.00,0.00,0.08,1.00,0.00,1500.00,287.13,531.66,0.00,12.00
C15758,1357.97,0.45,0.00,0.00,0.00,2903.36,0.00,0.00,0.00,0.25,6.00,0.00,6000.00,12353.27,717.79,0.20,12.00
C15759,59.33,1.00,527.63,0.00,527.63,0.00,1.00,0.00,0.90,0.00,0.00,11.00,1000.00,435.99,158.16,0.88,10.00
C15760,2.72,0.18,0.00,0.00,0.00,365.73,0.00,0.00,0.00,0.08,1.00,0.00,6000.00,3961.07,29.05,0.09,12.00
C15761,145.38,0.73,0.00,0.00,0.00,79.01,0.00,0.00,0.00,0.17,2.00,0.00,1000.00,542.49,156.27,0.13,12.00
C15762,730.06,1.00,782.60,782.60,0.00,0.00,1.00,1.00,0.00,0.00,0.00,12.00,12000.00,278.87,238.61,0.00,12.00
C15763,1916.07,1.00,0.00,0.00,0.00,4690.23,0.00,0.00,0.00,0.25,19.00,0.00,4000.00,7730.20,1442.99,0.00,12.00
C15764,204.04,1.00,1173.34,1067.70,105.64,0.00,0.70,0.70,0.30,0.00,0.00,20.00,5000.00,871.25,137.91,0.00,10.00
C15765,203.63,0.45,0.00,0.00,0.00,589.99,0.00,0.00,0.00,0.17,2.00,0.00,3000.00,314.84,185.63,0.00,12.00
C15766,9166.02,1.00,0.00,0.00,0.00,2911.32,0.00,0.00,0.00,0.33,8.00,0.00,10500.00,2335.74,3361.05,0.00,12.00
C15767,1371.02,1.00,180.00,180.00,0.00,0.00,0.17,0.17,0.00,0.00,0.00,2.00,3000.00,534.06,866.12,0.00,12.00
C15768,218.35,1.00,54.25,0.00,54.25,0.00,0.33,0.00,0.33,0.00,0.00,4.00,500.00,704.55,1722.06,0.00,12.00
C15769,89.58,0.27,1174.59,1174.59,0.00,0.00,0.18,0.18,0.00,0.00,0.00,2.00,12500.00,711.52,27.09,0.00,11.00
C15770,665.79,1.00,5634.56,3335.15,2299.41,0.00,1.00,1.00,1.00,0.00,0.00,104.00,5200.00,5831.66,202.21,0.92,12.00
C15771,0.30,0.09,510.00,0.00,510.00,0.00,1.00,0.00,1.00,0.00,0.00,12.00,6500.00,557.48,,0.00,12.00
C15773,9.05,0.27,172.00,172.00,0.00,0.00,0.17,0.17,0.00,0.00,0.00,2.00,6000.00,179.64,118.32,0.00,12.00
C15774,1631.60,1.00,0.00,0.00,0.00,831.78,0.00,0.00,0.00,0.18,2.00,0.00,1800.00,357.26,687.05,0.00,11.00
C15775,501.36,1.00,107.27,107.27,0.00,0.00,0.25,0.25,0.00,0.00,0.00,3.00,7500.00,614.16,188.04,0.00,12.00
C15776,672.85,1.00,1969.47,1796.79,172.68,0.00,0.50,0.40,0.10,0.00,0.00,7.00,5500.00,1204.59,238.20,0.10,10.00
C15777,1308.13,1.00,623.03,0.00,623.03,0.00,0.92,0.00,0.83,0.00,0.00,15.00,1500.00,306.97,356.09,0.00,12.00
C15778,29.93,0.27,259.59,0.00,259.59,0.00,0.17,0.00,0.17,0.00,0.00,3.00,2500.00,682.33,175.62,1.00,12.00
C15779,8894.55,1.00,476.84,476.84,0.00,6098.49,0.17,0.17,0.00,0.58,16.00,3.00,12000.00,2163.38,2871.46,0.00,12.00
C15780,40.78,1.00,100.98,100.98,0.00,0.00,0.33,0.33,0.00,0.00,0.00,4.00,400.00,227.66,196.23,0.00,12.00
C15781,46.82,1.00,539.88,0.00,539.88,0.00,1.00,0.00,1.00,0.00,0.00,14.00,6000.00,457.38,187.09,0.75,12.00
C15782,18.43,0.45,342.50,342.50,0.00,0.00,0.08,0.08,0.00,0.00,0.00,2.00,6000.00,230.76,73.57,0.00,12.00
C15783,1393.10,1.00,353.43,0.00,353.43,1465.02,0.70,0.00,0.60,0.20,3.00,14.00,1500.00,491.58,502.72,0.00,10.00
C15784,64.03,1.00,646.50,95.00,551.50,0.00,0.83,0.17,0.67,0.00,0.00,17.00,1500.00,564.33,151.91,1.00,12.00
C15785,47.78,0.18,0.00,0.00,0.00,545.18,0.00,0.00,0.00,0.17,2.00,0.00,3000.00,0.00,,0.00,12.00
C15786,425.55,1.00,151.68,0.00,151.68,0.00,1.00,0.00,1.00,0.00,0.00,12.00,1000.00,72.45,270.09,0.00,12.00
C15787,907.37,1.00,55.65,0.00,55.65,0.00,0.17,0.00,0.17,0.00,0.00,3.00,1000.00,416.82,603.74,0.00,12.00
C15789,2828.81,1.00,199.00,0.00,199.00,0.00,0.25,0.00,0.17,0.00,0.00,3.00,8000.00,615.70,792.53,0.00,12.00
C15790,1372.44,1.00,0.00,0.00,0.00,3895.02,0.00,0.00,0.00,0.33,7.00,0.00,2500.00,2697.22,679.63,0.00,12.00
C15791,34.35,0.55,45.65,45.65,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,1500.00,79.21,208.55,0.00,12.00
C15792,2998.00,1.00,288.40,0.00,288.40,931.97,0.75,0.00,0.75,0.17,2.00,9.00,9000.00,1733.21,705.16,0.00,12.00
C15793,2223.50,1.00,132.28,0.00,132.28,1380.81,0.75,0.00,0.75,0.13,3.00,6.00,3000.00,244.38,582.08,0.00,8.00
C15794,4506.81,1.00,0.00,0.00,0.00,312.12,0.00,0.00,0.00,0.36,7.00,0.00,5000.00,1194.03,1726.57,0.00,11.00
C15795,32.29,1.00,1185.34,1185.34,0.00,0.00,0.58,0.58,0.00,0.00,0.00,10.00,8000.00,428.89,176.27,0.67,12.00
C15796,1394.25,1.00,684.85,61.85,623.00,1574.55,0.58,0.08,0.42,0.42,9.00,7.00,1500.00,2411.28,1291.79,0.09,12.00
C15797,433.98,0.55,0.00,0.00,0.00,2779.96,0.00,0.00,0.00,0.17,4.00,0.00,1500.00,1596.99,187.60,0.08,12.00
